inst_filia_str,n_apariciones,pct,pct_acum,nombre_canonico,sigla,departamento_sede,naturaleza,estado
FUNDACION COLOMBIANA PARA EL DIAGNOSTICO Y TRATAMIENTO DE LAS ARRITMIAS CARDIACAS,3,0.004,96.23,,,,,pendiente_revision
FEDERACION NACIONAL DE CACAOTEROS,3,0.004,96.23,,,,,pendiente_revision
FUNIFELT,3,0.004,96.23,,,,,pendiente_revision
CORPORACION PARA INVESTIGACION APLICADA AL DESARROLLO,3,0.004,96.24,,,,,pendiente_revision
ORGANIZACION PANAMERICANA DE LA SALUD,3,0.004,96.24,,,,,pendiente_revision
CONSEJO NACIONAL DE CIENCIA Y TECNOLOGIA CONACYT MEXICO (CONSEJO NACIONAL DE CIENCIA Y TECNOLOGIA),3,0.004,96.25,,,,,pendiente_revision
CENTRO NACIONAL DE INVESTIGACIONES DE CAFE,3,0.004,96.25,,,,,pendiente_revision
UNIVERSIDAD TECNOLOGICA DE PEREIRA UTP,3,0.004,96.25,,,,,pendiente_revision
CLINICA NTRA SRA DE LOS REMEDIOS,3,0.004,96.26,,,,,pendiente_revision
JURISDICCIAN ESPECIAL PARA LA PAZ,3,0.004,96.26,,,,,pendiente_revision
DISTRITO TURISTICO CULTURAL E HISTORICO DE SANTA MARTA (ALCALDIA DE SANTA MARTA),3,0.004,96.27,,,,,pendiente_revision
UNIVERSIDAD DE SANTIAGO DE CHILE,3,0.004,96.27,,,,,pendiente_revision
CORPORACION CENTRO DE DESARROLLO TECNOLOGICO CLUSTER CREATIC,3,0.004,96.27,,,,,pendiente_revision
UNIVERSITY OF CALIFORNIA DAVIS,3,0.004,96.28,,,,,pendiente_revision
CAMARA DE COMERCIO DE ARMENIA Y DEL QUINDIO,3,0.004,96.28,,,,,pendiente_revision
CLINICA DE OCCIDENTE SA,3,0.004,96.29,,,,,pendiente_revision
SEFITRONES,3,0.004,96.29,,,,,pendiente_revision
UNIVERSIDAD SERGIO ARBOLEDA SEDE BOGOTA (UNIVERSIDAD SERGIO ARBOLEDA),3,0.004,96.29,,,,,pendiente_revision
UNIVERSIDAD DE ORIENTE,3,0.004,96.3,,,,,pendiente_revision
FUNDACION COLOMBIANA DE CANCEROLOGIA CLINICA VIDA,3,0.004,96.3,,,,,pendiente_revision
CORNELL UNIVERSITY,3,0.004,96.31,,,,,pendiente_revision
UNIVERSIDAD DEL CAUCA UNICAUCA,3,0.004,96.31,,,,,pendiente_revision
INSTITUCION UNIVERSITARIA CENTRO DE ESTUDIOS SUPERIORES MARIA GORETTI CESMAG,3,0.004,96.31,,,,,pendiente_revision
INSTITUTO SMITHSONIAN DE INVESTIGACIONES TROPICALES,3,0.004,96.32,,,,,pendiente_revision
CORPORACION UNIVERSITARIA CENTRO SUPERIOR UNICUCES,3,0.004,96.32,,,,,pendiente_revision
INTEGRAL S A INGENIERIA TECNICA GENERAL S A INGENIEROS CONSULTORES SEDE MEDELLIN (INTEGRAL S A INGENIERIA TECNICA GENERAL S A INGENIEROS CONSULTORES SUCURSAL BOGOTA),3,0.004,96.33,,,,,pendiente_revision
UNIVERSITAT OBERTA DE CATALUNYA,3,0.004,96.33,,,,,pendiente_revision
ECOREEF LTDA,3,0.004,96.33,,,,,pendiente_revision
UNIVERSIDADE FEDERAL DE PERNAMBUCO,3,0.004,96.34,,,,,pendiente_revision
HOSPITAL OCCIDENTE DE KENNEDY,3,0.004,96.34,,,,,pendiente_revision
UNIVERSIDAD DE ANTIOQUIA SEDE TURBO (UNIVERSIDAD DE ANTIOQUIA),3,0.004,96.35,,,,,pendiente_revision
LOSCOBOS MEDICAL CENTER,3,0.004,96.35,,,,,pendiente_revision
TEMPLE UNIVERSITY,3,0.004,96.35,,,,,pendiente_revision
LEGACY MANAGEMENT CONSULTING GROUP SAS,3,0.004,96.36,,,,,pendiente_revision
UNIVERSITAT DE GIRONA,3,0.004,96.36,,,,,pendiente_revision
FUNDACION UNIVERSIDAD DE ANTIQOUIA,3,0.004,96.37,,,,,pendiente_revision
UNIVERSIDAD NACIONAL DE COLOMBIA FACULTAD DE ODONTOLOGIA,3,0.004,96.37,,,,,pendiente_revision
UNIVERSIDAD NACIONAL ABIERTA YA DISTANCIA,3,0.004,96.37,,,,,pendiente_revision
UNIVERSIDAD DE SONORA,3,0.004,96.38,,,,,pendiente_revision
SERVICIO NACIONAL DE APRENDIZAJE SENA REGIONAL CESAR (SERVICIO NACIONAL DE APRENDIZAJE SENA),3,0.004,96.38,,,,,pendiente_revision
PVG ARQUITECTOS SAS,3,0.004,96.39,,,,,pendiente_revision
UNIVERSIDAD NACIONAL DE SAN LUIS,3,0.004,96.39,,,,,pendiente_revision
PURDUE UNIVERSITY WEST LAFAYETTE,3,0.004,96.39,,,,,pendiente_revision
CORPORACION UNIVERSITARIA CENDA,3,0.004,96.4,,,,,pendiente_revision
INSTITUTO DE PROGRAMAS INTERDISCIPLINARIOS DE ATENCION PRIMARIA EN SALUD,3,0.004,96.4,,,,,pendiente_revision
CENTRO DE LA INNOVACION LA AGROINDUSTRIA Y EL TURISMO (SERVICIO NACIONAL DE APRENDIZAJE SENA),3,0.004,96.41,,,,,pendiente_revision
UNIVERSIDAD METROPOLITANA DE CIENCIAS DE LA EDUCACION,3,0.004,96.41,,,,,pendiente_revision
CLINICA INTEGRAL DE DIABETES (EMDEC S A S),3,0.004,96.41,,,,,pendiente_revision
CENTRO DE INGENIERIA AVANZADA INVESTIGACION Y DESARROLLO,3,0.004,96.42,,,,,pendiente_revision
UNIVERSIDAD DE GEORGIA,3,0.004,96.42,,,,,pendiente_revision
INSTITUTO ASYS,3,0.004,96.43,,,,,pendiente_revision
UNIVERSITY OF CALIFORNIA SANTA BARBARA,3,0.004,96.43,,,,,pendiente_revision
BAYER SA,3,0.004,96.43,,,,,pendiente_revision
UNIVERSIDAD AUTONOMA DE YUCATAN,3,0.004,96.44,,,,,pendiente_revision
COMPANIA SURAMERICANA DE SERVICIOS DE SALUD S A,3,0.004,96.44,,,,,pendiente_revision
UNIVERSIDAD NACIONAL DE LA PLATA (UNLP),3,0.004,96.45,,,,,pendiente_revision
GOBERNACION DE NORTE DE SANTANDER,3,0.004,96.45,,,,,pendiente_revision
UNIVERSIDAD DE SANTA ROSA DE CABAL UNISARC,3,0.004,96.45,,,,,pendiente_revision
INALDE UNIVERSIDAD DE LASABANA (UNIVERSIDAD DE LA SABANA),3,0.004,96.46,,,,,pendiente_revision
MCGILL UNIVERSITY,3,0.004,96.46,,,,,pendiente_revision
INSTITUCION UNIVERSITARIA CESMAG,3,0.004,96.47,,,,,pendiente_revision
TEAM FOODS COLOMBIA S A ACEITES Y GRASAS VEGETALES S A,3,0.004,96.47,,,,,pendiente_revision
SOCIEDAD INTEGRAL DE ESPECIALISTAS EN SALUD S A S,3,0.004,96.47,,,,,pendiente_revision
GENIUS SPORTS SERVICES COLOMBIA SAS,3,0.004,96.48,,,,,pendiente_revision
HOSPITAL UNIVERSITARIO DEPARTAMENTAL DE NARINO EMPRESA SOCIAL DEL ESTADO,3,0.004,96.48,,,,,pendiente_revision
UNIVERSIDAD ANTONIO NARINO DUITAMA (UNIVERSIDAD ANTONIO NARINO),3,0.004,96.49,,,,,pendiente_revision
COMPENSA UNIPANAMERICANA,3,0.004,96.49,,,,,pendiente_revision
CLINICA REINA SOFIA,3,0.004,96.49,,,,,pendiente_revision
UNIVERSIDAD PONTIFICIA BOLIVARIANA SEDE ROBLEDO (UNIVERSIDAD PONTIFICIA BOLIVARIANA),3,0.004,96.5,,,,,pendiente_revision
UNIVERSIDAD VERACRUZANA,3,0.004,96.5,,,,,pendiente_revision
UNIVERSIDAD AUTONOMA DE BARCELONA ESPANA,3,0.004,96.51,,,,,pendiente_revision
AYUDAS DIAGNOSTICAS SURA SAS,3,0.004,96.51,,,,,pendiente_revision
FUNDACION PARA LA INVESTIGACION CLINICA Y MOLECULAR APLICADA DEL CANCER,3,0.004,96.51,,,,,pendiente_revision
FUNDACIAN UNIERSITARIA AREANDINA,3,0.004,96.52,,,,,pendiente_revision
FUNDACION TECNALIA COLOMBIA,3,0.004,96.52,,,,,pendiente_revision
CORPORACION SALUD UN,3,0.004,96.53,,,,,pendiente_revision
ESCUELA DE GOBIERNO (UNIVERSIDAD DE LOS ANDES),3,0.004,96.53,,,,,pendiente_revision
BOSTON MEDICAL GROUP S A S,3,0.004,96.53,,,,,pendiente_revision
QUIPUX,3,0.004,96.54,,,,,pendiente_revision
CLINICA LA ESTANCIA,3,0.004,96.54,,,,,pendiente_revision
MINISTERIO DE CIENCIA TECNOLOGIA E INNOVACION MINCIENCIAS,3,0.004,96.55,,,,,pendiente_revision
ICP INSTITUTO COLOMBIANO DE PETROLEO,3,0.004,96.55,,,,,pendiente_revision
UNIVERSIDAD SANTO TOMAS BUCARAMANGA,3,0.004,96.55,,,,,pendiente_revision
UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,3,0.004,96.56,,,,,pendiente_revision
SECRETARIA DE EDUCACION DISTRITAL,3,0.004,96.56,,,,,pendiente_revision
MUSEO NACIONAL DE COLOMBIA (MINISTERIO DE CULTURA DE COLOMBIA),2,0.003,96.56,,,,,pendiente_revision
COLEGIO GIMNASIO MODERNO,2,0.003,96.57,,,,,pendiente_revision
CORPORACION EDUCATIVA MINUTO DE DIOS,2,0.003,96.57,,,,,pendiente_revision
UNIVERSIDAD FEDERAL DE GOIAS,2,0.003,96.57,,,,,pendiente_revision
UNIVERSITY OF SOUTHAMPTON,2,0.003,96.58,,,,,pendiente_revision
CENTRO DE INVESTIGACIONES EN ACUICULTURA CENIACUA,2,0.003,96.58,,,,,pendiente_revision
MINISTERIO DE LA PROTECCION SOCIAL,2,0.003,96.58,,,,,pendiente_revision
CORPORACION PARA EL DESARROLLO ENERGETICO Y SOSTENIBLE,2,0.003,96.59,,,,,pendiente_revision
YALE UNIVERSITY,2,0.003,96.59,,,,,pendiente_revision
CONSULTORIA PARA LOS DERECHOS HUMANOS Y EL DESPLAZAMIENTO,2,0.003,96.59,,,,,pendiente_revision
ASOCIACION COLOMBIANA DE FACULTADES DE PSICOLOGIA,2,0.003,96.59,,,,,pendiente_revision
CENTRO DE INVESTIGACIONES PARA EL DESARROLLO CID (UNIVERSIDAD NACIONAL DE COLOMBIA),2,0.003,96.6,,,,,pendiente_revision
FUNDACION CORONA,2,0.003,96.6,,,,,pendiente_revision
GOBERNACION DEL VALLE DEL CAUCA,2,0.003,96.6,,,,,pendiente_revision
CENTRO INTERNACIONAL PARA PRUEBA DE VACUNAS Y MEDICAMENTOS ANTIMALARICOS,2,0.003,96.61,,,,,pendiente_revision
GENETICA MOLECULAR DE COLOMBIA,2,0.003,96.61,,,,,pendiente_revision
ASOCIACION COLOMBIANA DE FACULTADES DE ADMINISTRACION,2,0.003,96.61,,,,,pendiente_revision
ASOCIACION COLOMBIANA DE CIENCIAS BIOLOGICAS A C C B,2,0.003,96.62,,,,,pendiente_revision
COLUMBIA UNIVERSITY MAILMAN SCHOOL OF PUBLIC HEALTH,2,0.003,96.62,,,,,pendiente_revision
FUNDACION TERRA FIRME,2,0.003,96.62,,,,,pendiente_revision
INSTITUTO OSWALDO CRUZ FIOCRUZ DEPARTAMENTO DE BIOQUIMICA Y BIOLOGIA MOLECULAR LABORATORIO DE EXPRESION GENICA,2,0.003,96.62,,,,,pendiente_revision
MINISTERIO DE AGRICULTURA Y DESARROLLO RURAL MINAGRICULTURA,2,0.003,96.63,,,,,pendiente_revision
INSTITUTO DE ESTUDIOS AMBIENTALES DE LA UNIVERSIDAD NACIONAL DE COLOMBIA (UNIVERSIDAD NACIONAL DE COLOMBIA),2,0.003,96.63,,,,,pendiente_revision
AXOPOD CONSULTANTS FOR LIFE S A S,2,0.003,96.63,,,,,pendiente_revision
FUNDACION CENTRO PARA LA PERSONA,2,0.003,96.64,,,,,pendiente_revision
FUNDACION OFTALMOLOGICA DEL CARIBE FOCA,2,0.003,96.64,,,,,pendiente_revision
SUPER DE ALIMENTOS SAS,2,0.003,96.64,,,,,pendiente_revision
UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA UPTC SEDE CHIQUINQUIRA (UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA),2,0.003,96.65,,,,,pendiente_revision
UNIVERSITY OF BATH,2,0.003,96.65,,,,,pendiente_revision
SISTEMAS ESPECIALIZADOS DE INFORMACION S A,2,0.003,96.65,,,,,pendiente_revision
GRANJA PORCICOLA MADRIGAL SAS,2,0.003,96.65,,,,,pendiente_revision
FUNDACION ECSIM CENTRO DE ESTUDIOS EN ECONOMIA SISTEMICA,2,0.003,96.66,,,,,pendiente_revision
INSTITUCION EDUCATIVA BENEDIKTA ZUR NIEDEN,2,0.003,96.66,,,,,pendiente_revision
INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES IDEAM,2,0.003,96.66,,,,,pendiente_revision
NATURAL HISTORY MUSEUM,2,0.003,96.67,,,,,pendiente_revision
UNIVERSIDAD DE TALCA,2,0.003,96.67,,,,,pendiente_revision
FUNDACION BIODIVERSA COLOMBIA,2,0.003,96.67,,,,,pendiente_revision
CENTRO DE DESARROLLO PRODUCTIVO DE JOYERIA,2,0.003,96.68,,,,,pendiente_revision
CORPORACION TECNOLOGICA DE BOGOTA,2,0.003,96.68,,,,,pendiente_revision
FUNDACION NUEVA HERENCIA,2,0.003,96.68,,,,,pendiente_revision
HUMAX PHARMACEUTICAL,2,0.003,96.68,,,,,pendiente_revision
GRUPO HTM,2,0.003,96.69,,,,,pendiente_revision
SENSE SOCIAL AND ENVIRONMENTAL SENSE,2,0.003,96.69,,,,,pendiente_revision
ESCUELA SUPERIOR DE CIENCIAS EMPRESARIALES,2,0.003,96.69,,,,,pendiente_revision
GRUPO ENERGIA BOGOTA ESP,2,0.003,96.7,,,,,pendiente_revision
UNIVERSIDAD NACIONAL DE SAN MARTIN,2,0.003,96.7,,,,,pendiente_revision
FUNDACION CENTRO PARA EL DESARROLLO SOCIAL Y ECONOMICO DE COLOMBIA,2,0.003,96.7,,,,,pendiente_revision
FUNDACION PAZ Y RECONCILIACION,2,0.003,96.71,,,,,pendiente_revision
FUNDACION RUBEN ARDILA PARA EL AVANCE DE LA PSICOLOGIA (FUNDACION PARA EL AVANCE DE LA PSICOLOGIA),2,0.003,96.71,,,,,pendiente_revision
UNIVERSIDAD DE EDIMBURGO,2,0.003,96.71,,,,,pendiente_revision
CORPORACION PARA EL DESARROLLO DE LA DIGNIDAD HUMANA,2,0.003,96.71,,,,,pendiente_revision
FUNDACION UNIVERSITARIA COLOMBO GERMANA,2,0.003,96.72,,,,,pendiente_revision
ASOCIACION DE INVESTIGADORES CIENTIFICOS PARA LA CONSERVACION DEL NEOTROPICO COLOMBIANO,2,0.003,96.72,,,,,pendiente_revision
UNIDAD DE EPIDEMIOLOGIA CLINICA DE LA UNIVERSIDAD JAVERIANA (PONTIFICIA UNIVERSIDAD JAVERIANA),2,0.003,96.72,,,,,pendiente_revision
FUNDACION PLAN,2,0.003,96.73,,,,,pendiente_revision
FUNDACION PARA LA PROMOCION DE LA INVESTIGACION Y LA TECNOLOGIA,2,0.003,96.73,,,,,pendiente_revision
YOLUKA ONG FUNDACION DE INVESTIGACION EN BIODIVERSIDAD Y CONSERVACION,2,0.003,96.73,,,,,pendiente_revision
CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE,2,0.003,96.74,,,,,pendiente_revision
CORPORACION CLINICA UNIVERSIDAD COOPERATIVA DE COLOMBIA,2,0.003,96.74,,,,,pendiente_revision
UNIVERSIDAD DE COIMBRA,2,0.003,96.74,,,,,pendiente_revision
LONDON SCHOOL OF ECONOMICS,2,0.003,96.74,,,,,pendiente_revision
CAJA COLOMBIANA DE SUBSIDIO FAMILIAR COLSUBSIDIO,2,0.003,96.75,,,,,pendiente_revision
INSTITUTO DE EDUCACION Y PEDAGOGIA (UNIVERSIDAD DEL VALLE),2,0.003,96.75,,,,,pendiente_revision
SERVICIO NACIONAL DE APRENDIZAJE CENTRO DE DISENO E INNOVACION TECNOLOGICA INDUSTRIIAL (SERVICIO NACIONAL DE APRENDIZAJE SENA),2,0.003,96.75,,,,,pendiente_revision
FUNDACION CENTRO DE INVESTIGACION DE BIOPROSPECCION Y BIOTECNOLOGIA DE LA BIODIVERSIDAD BIOLABB,2,0.003,96.76,,,,,pendiente_revision
PARQUE DE LA CONSERVACION,2,0.003,96.76,,,,,pendiente_revision
CORPORACION PARA LA INVESTIGACION ACCION EN SOCIEDAD SALUD Y CULTURA,2,0.003,96.76,,,,,pendiente_revision
CORPORACION EDUCATIVA ITAE,2,0.003,96.77,,,,,pendiente_revision
FUNDACION INNOVACION Y CIENCIA POR COLOMBIA,2,0.003,96.77,,,,,pendiente_revision
SECRETARIA DE EDUCACION DE BOYACA (GOBERNACION DE BOYACA SECRETARIA DE EDUCACION),2,0.003,96.77,,,,,pendiente_revision
CENTRO DE INVESTIGACION CIENTIFICA PARA EL DESARROLLO ECONOMICO LA CALIDAD DE VIDA Y SUPERACION DE LA POBREZA CIDECAVIP,2,0.003,96.77,,,,,pendiente_revision
INSTITUTO DE PSICOLOGIA (UNIVERSIDAD DEL VALLE),2,0.003,96.78,,,,,pendiente_revision
CELBIT LTDA,2,0.003,96.78,,,,,pendiente_revision
CENTRO DE LOGISTICA Y PROMOCION ECOTURISTICA DEL MAGDALENA SENA (SERVICIO NACIONAL DE APRENDIZAJE SENA),2,0.003,96.78,,,,,pendiente_revision
INSTITUTO NACIONAL PENITENCIARIO Y CARCELARIO,2,0.003,96.79,,,,,pendiente_revision
TECNOLOGICA FITEC,2,0.003,96.79,,,,,pendiente_revision
FEDERACION NACIONAL DE CULTIVADORES DE CEREALES,2,0.003,96.79,,,,,pendiente_revision
TECKNOWLEDGE,2,0.003,96.8,,,,,pendiente_revision
LABORATORIO CLINICO HEMATOLOGICO S A,2,0.003,96.8,,,,,pendiente_revision
SUCROAL S A,2,0.003,96.8,,,,,pendiente_revision
SOCIEDAD COLOMBIANA DE PEDIATRIA,2,0.003,96.8,,,,,pendiente_revision
ALCALDIA DE TUNJA,2,0.003,96.81,,,,,pendiente_revision
REHABILITAR CUCUTA IPS,2,0.003,96.81,,,,,pendiente_revision
FUNDACION CENTRO COLOMBIANO DE ESTUDIOS PROFESIONALES,2,0.003,96.81,,,,,pendiente_revision
CENTRO DE ELECTRICIDAD ELECTRONICA Y TELECOMUNICACIONES SENA (SERVICIO NACIONAL DE APRENDIZAJE SENA),2,0.003,96.82,,,,,pendiente_revision
UNIVERSIDAD DE LEON,2,0.003,96.82,,,,,pendiente_revision
CORPORACION EDUCATIVA DEL LITORAL,2,0.003,96.82,,,,,pendiente_revision
FONDO NACIONAL DE PROYECTOS DE DESARROLLO FONADE,2,0.003,96.83,,,,,pendiente_revision
AES CHIVOR Y CIA SCA ESP,2,0.003,96.83,,,,,pendiente_revision
CLINICA DE LA COSTA,2,0.003,96.83,,,,,pendiente_revision
INSTITUCION EDUCATIVA DEPARTAMENTAL RURAL DE TASAJERA,2,0.003,96.83,,,,,pendiente_revision
CORPORACION PROTEGIENDONOS,2,0.003,96.84,,,,,pendiente_revision
UNIVERSIDAD DEL SINU DE MONTERIA (UNIVERSIDAD DEL SINU ELIAS BECHARA ZAINUM),2,0.003,96.84,,,,,pendiente_revision
FUNDACION UNIVERSITARIA CATOLICA LUMEN GENTIUM,2,0.003,96.84,,,,,pendiente_revision
EMPRESA DE ENERGIA DE BOYACA SA ESP,2,0.003,96.85,,,,,pendiente_revision
INCLIVA INSTITUTO DE INVESTIGACION SANITARIA,2,0.003,96.85,,,,,pendiente_revision
CORPORACION NACIONAL PARA EL DESARROLLO DEL CHOCO,2,0.003,96.85,,,,,pendiente_revision
JUNTA DE CALIFICACION DE INVALIDEZ,2,0.003,96.86,,,,,pendiente_revision
TRUST INVESTMENT,2,0.003,96.86,,,,,pendiente_revision
CARDIO COLOMBIA SAS,2,0.003,96.86,,,,,pendiente_revision
HASSELT UNIVERSITY,2,0.003,96.86,,,,,pendiente_revision
FUNDACION BOTANICA Y ZOOLOGICA DE BARRANQUILLA,2,0.003,96.87,,,,,pendiente_revision
MAYO CLINIC AND MAYO FOUNDATION,2,0.003,96.87,,,,,pendiente_revision
MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2,0.003,96.87,,,,,pendiente_revision
SENA CENTRO METAL MECANICO (SERVICIO NACIONAL DE APRENDIZAJE SENA),2,0.003,96.88,,,,,pendiente_revision
UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD SEDE IBAGUE (UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA),2,0.003,96.88,,,,,pendiente_revision
VISUAL INTERACTION COMMUNICATION TECHNOLOGIES,2,0.003,96.88,,,,,pendiente_revision
MOLECULARVET SAS,2,0.003,96.89,,,,,pendiente_revision
UNIVERSITY OF OXFORD,2,0.003,96.89,,,,,pendiente_revision
INDIAN INSTITUTE OF ENTREPRENEURSHIP,2,0.003,96.89,,,,,pendiente_revision
INSTITUCION EDUCATIVA DIVNA PASTORA,2,0.003,96.89,,,,,pendiente_revision
OFTALMOLOGOS EL TESORO,2,0.003,96.9,,,,,pendiente_revision
GRIFFITH SCHOOL OF ENVIRONMENT GRIFFITH UNIVERSITY,2,0.003,96.9,,,,,pendiente_revision
INSTITUTO TECNOLOGICO DEL PUTUMAYO ITP,2,0.003,96.9,,,,,pendiente_revision
CALIFORNIA INSTITUTE OF TECHNOLOGY CALTECH,2,0.003,96.91,,,,,pendiente_revision
INSTITUTO DE CIENCIAS NATURALES,2,0.003,96.91,,,,,pendiente_revision
COMFAMILIAR ATLANTICO,2,0.003,96.91,,,,,pendiente_revision
DEL VALLE MORA S A S,2,0.003,96.92,,,,,pendiente_revision
INSTITUTO DE ACUICULTURA DE LLANOS IALL,2,0.003,96.92,,,,,pendiente_revision
UNIVERSITY OF EDINBURGH,2,0.003,96.92,,,,,pendiente_revision
SED BOGOTA,2,0.003,96.92,,,,,pendiente_revision
CONVENIO UPTC IGAC,2,0.003,96.93,,,,,pendiente_revision
GRUPO DE INVESTIGACION NUTRICION,2,0.003,96.93,,,,,pendiente_revision
FUNDACION UNIVERSITARIA MANUELA BELTRAN,2,0.003,96.93,,,,,pendiente_revision
UNIVERSIDAD DE BONN,2,0.003,96.94,,,,,pendiente_revision
PRINCETON UNIVERSITY,2,0.003,96.94,,,,,pendiente_revision
GRUPO DE ENTOMOLOGIA INSTITUTO NACIONAL DE SALUD,2,0.003,96.94,,,,,pendiente_revision
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS,2,0.003,96.95,,,,,pendiente_revision
INSTITUTO COLOMBIANO DE INVESTIGACIONES GEOTECNICAS,2,0.003,96.95,,,,,pendiente_revision
UNIVERSIDADE FEDERAL DA PARAIBA,2,0.003,96.95,,,,,pendiente_revision
INSTITUTO PROINAPSA DE LA UNIVERSIDAD INDUSTRIAL DE SANTANDER,2,0.003,96.95,,,,,pendiente_revision
FESC FUNDACION DE ESTUDIOS SUPERIORES DE COMFANORTE,2,0.003,96.96,,,,,pendiente_revision
CENTER FOR RESEARCH AND SURVEILLANCE OF TROPICAL AND INFECTIOUS DISEASES,2,0.003,96.96,,,,,pendiente_revision
UNIVERSIDAD DE ANTIOQUIA ESCUELA DE NUTRICION Y DIETETICA (UNIVERSIDAD DE ANTIOQUIA),2,0.003,96.96,,,,,pendiente_revision
INSTITUTO COLOMBIANO DE MEDICINA TROPICAL INSTITUTO DE CIENCIAS DE LA SALUD CES,2,0.003,96.97,,,,,pendiente_revision
ESCUELA DE ADMINISTRACION UNIVERSIDAD DEL ROSARIO (COLEGIO MAYOR NUESTRA SENORA DEL ROSARIO),2,0.003,96.97,,,,,pendiente_revision
UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA SUR,2,0.003,96.97,,,,,pendiente_revision
UNIVERSITY OF EAST ANGLIA,2,0.003,96.98,,,,,pendiente_revision
ASOSCIACION COLOMBIANA DE FACULTADES DE ENFERMERIA,2,0.003,96.98,,,,,pendiente_revision
MORENO SERVICIOS LEGALES S A S,2,0.003,96.98,,,,,pendiente_revision
CENTRO DE INVESTIGACION DE LA FUNDACION CARDIOVASCULAR,2,0.003,96.98,,,,,pendiente_revision
UNIVERSIDAD POLITECNICA DE CARTAGENA,2,0.003,96.99,,,,,pendiente_revision
FACULTAD DE CIENCIA POLITICA GOBIERNO Y RELACIONES INTERNACIONALES UROSARIO,2,0.003,96.99,,,,,pendiente_revision
CONCEJO DE BOGOTA (ALCALDIA MAYOR DE BOGOTA),2,0.003,96.99,,,,,pendiente_revision
FUNDACION SERSOCIAL,2,0.003,97.0,,,,,pendiente_revision
UNIVERSIDAD DE CONCPCION,2,0.003,97.0,,,,,pendiente_revision
SANCLEMENTE FERNANDEZ ABOGADOS,2,0.003,97.0,,,,,pendiente_revision
MUSEO DE HISTORIA NATURAL UNIVERSIDAD DEL CAUCA,2,0.003,97.01,,,,,pendiente_revision
SENA (SERVICIO NACIONAL DE APRENDIZAJE SENA),2,0.003,97.01,,,,,pendiente_revision
UNIVERSITY OF WINNIPEG,2,0.003,97.01,,,,,pendiente_revision
INSTITUTO JORGE TADEO LOZANO,2,0.003,97.01,,,,,pendiente_revision
UNIVERSIDAD DEL VALLE FACULTAD DE HUMANIDADES,2,0.003,97.02,,,,,pendiente_revision
GEOCUENCAS S A S,2,0.003,97.02,,,,,pendiente_revision
SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E S E,2,0.003,97.02,,,,,pendiente_revision
FUNDACION CIENTIFICA Y TECNOLOGICA PARA EL DESARROLLO DE LA TELEMEDICINA Y LA TELESALUD,2,0.003,97.03,,,,,pendiente_revision
HOSPITAL UNIVERSITARIO ERASMO MEOZ,2,0.003,97.03,,,,,pendiente_revision
RESEARCH FOR TALENT,2,0.003,97.03,,,,,pendiente_revision
HOSPITAL UNIVERSITARIO RAMON Y CAJAL,2,0.003,97.04,,,,,pendiente_revision
FUNDACION IMAGINARIA,2,0.003,97.04,,,,,pendiente_revision
UNIVERSIDAD DE CALDAS MANIZALES,2,0.003,97.04,,,,,pendiente_revision
RED IBEROAMERICANA DE INDICADORES DE CIENCIAS Y TECNOLOGIA RICYT,2,0.003,97.04,,,,,pendiente_revision
CENTRO AGROEMPRESARIAL Y MINERO SENA REGIONAL BOLIVAR,2,0.003,97.05,,,,,pendiente_revision
FUNDACION COLOMBIANA PARA LA INVESTIGACION Y CONSERVACION DE TIBURONES Y RA,2,0.003,97.05,,,,,pendiente_revision
UES DE PEDIATRIA,2,0.003,97.05,,,,,pendiente_revision
GRUPO MALARIA UNIVERSIDAD DE ANTIOQUIA,2,0.003,97.06,,,,,pendiente_revision
CENTRO DE PRODUCTIVIDAD DEL TOLIMA,2,0.003,97.06,,,,,pendiente_revision
INST DE BIOLOGIA FAC CS EXACTAS Y NATLES UNIVERSIDAD DE ANTIOQUIA,2,0.003,97.06,,,,,pendiente_revision
INEM SIMON BOLIVAR,2,0.003,97.07,,,,,pendiente_revision
UNIVERSIDAD DE LA SABANA FACULTAD DE COMUNICACION SOCIAL Y PERIODISMO,2,0.003,97.07,,,,,pendiente_revision
UNIVERSIDAD CES MEDELLIN,2,0.003,97.07,,,,,pendiente_revision
SECRETARIA DE SALUD DEL VALLE,2,0.003,97.07,,,,,pendiente_revision
HOSPITAL UNIVERSITARIO SAN JOSE POPAYAN,2,0.003,97.08,,,,,pendiente_revision
CORPORACION AUTONOMA REGIONAL DEL ATLANTICO,2,0.003,97.08,,,,,pendiente_revision
MUSEU NACIONAL UFRJ,2,0.003,97.08,,,,,pendiente_revision
